rho,seed_id,y0_std_steps_1000_1500,settling_step
0.0,0,0.022016218675374382,4950
0.0,1,0.01727054880976502,5625
0.0,2,0.019748443386517184,5325
0.3,0,0.025748184882859293,2450
0.3,1,0.03252619727308451,2175
0.3,2,0.023479017501955694,4350
0.5,0,0.025440042939466556,2425
0.5,1,0.02809858998326466,2125
0.5,2,0.022077781796358546,4525
