problem,seed,name,analytic_price,final_y0,final_loss,absolute_error,relative_error_pct,elapsed_time_s
1D,2001,1D Black-Scholes,10.450583572185565,10.4489,10.8485,0.0016835721855645858,0.016109838976317518,26.0
1D,2002,1D Black-Scholes,10.450583572185565,10.452,8.76222,0.0014164278144352949,0.013553576263483942,25.0
1D,2003,1D Black-Scholes,10.450583572185565,10.4471,9.44611,0.0034835721855639434,0.033333757502648366,24.0
1D,2004,1D Black-Scholes,10.450583572185565,10.4604,10.4629,0.009816427814435258,0.0939318627197229,25.0
1D,2005,1D Black-Scholes,10.450583572185565,10.4439,10.0949,0.006683572185565367,0.06395405710503888,24.0
